English Name (BirdLife > IOC > Clements>AviList),Latin (BirdLife > IOC > Clements>AviList),HBW/BirdLife International (v9.1),IOC World Bird List (v15.1),eBird/Clements (V2024b),AviList v1 2025,Order,Family IOC 15.1,Family Clements v2024b,Family HBW/BirdLife v9.1 (2024),Family AviList v1 2025,Genus,Species,Female MinMass,Female MaxMass,Male MinMass,Male MaxMass,Unsexed MinMass,Unsexed MaxMass,Average Mass,Xmin,NormMin,Elevational Range,NormMax,Xmax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plain-bellied Emerald,Chrysuronia leucogaster,Chrysuronia leucogaster,Chrysuronia leucogaster,Chrysuronia leucogaster,Chrysuronia leucogaster,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Chrysuronia,leucogaster,4.2999999999999998,,4,4.5,3.8999999999999999,5.4000000000000004,4.42,,0,250,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
White-throated Hummingbird,Leucochloris albicollis,Leucochloris albicollis,Leucochloris albicollis,Leucochloris albicollis,Leucochloris albicollis,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Leucochloris,albicollis,4.5,,5,8,6.2999999999999998,,5.95,,0,1000,1000,2100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glittering-throated Emerald,Chionomesa fimbriata,Chionomesa fimbriata,Chionomesa fimbriata,Chionomesa fimbriata,Chionomesa fimbriata,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Chionomesa,fimbriata,,,4.5999999999999996,,3.5,6.2000000000000002,4.77,,0,500,500,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sapphire-spangled Emerald,Chionomesa lactea,Chionomesa lactea,Chionomesa lactea,Chionomesa lactea,Chionomesa lactea,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Chionomesa,lactea,,,4,,3,6,4.33,,0,1400,1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rufous-throated Hummingbird,Hylocharis sapphirina,Hylocharis sapphirina,Hylocharis sapphirina,Hylocharis sapphirina,Hylocharis sapphirina,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Hylocharis,sapphirina,3.8999999999999999,4.2999999999999998,4.0999999999999996,4.5,4.4000000000000004,,4.24,,200,300,500,1850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gilded Hummingbird,Hylocharis chrysura,Hylocharis chrysura,Hylocharis chrysura,Hylocharis chrysura,Hylocharis chrysura,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Hylocharis,chrysura,,,,,4,5,4.50,,200,800,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
White-bellied Hummingbird,Elliotomyia chionogaster,Elliotomyia chionogaster,Elliotomyia chionogaster,Elliotomyia chionogaster,Elliotomyia chionogaster,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Elliotomyia,chionogaster,4.5,6,4.9000000000000004,6.7000000000000002,,,5.53,,450,1550,2000,2800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green-and-white Hummingbird,Elliotomyia viridicauda,Elliotomyia viridicauda,Elliotomyia viridicauda,Elliotomyia viridicauda,Elliotomyia viridicauda,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Elliotomyia,viridicauda,5.5,,6,,5.5999999999999996,6.2999999999999998,5.85,900,1000,1500,2500,2800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blue-chested Hummingbird,Polyerata amabilis,Polyerata amabilis,Polyerata amabilis,Polyerata amabilis,Polyerata amabilis,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Polyerata,amabilis,3.7999999999999998,4,4,4.7999999999999998,4,4.2999999999999998,4.15,,0,500,500,1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charming Hummingbird,Polyerata decora,Polyerata decora,Polyerata decora,Polyerata decora,Polyerata decora,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Polyerata,decora,3.7999999999999998,,4.0999999999999996,4.7400000000000002,4.7000000000000002,,4.33,,0,1200,1200,1580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Purple-chested Hummingbird,Polyerata rosenbergi,Polyerata rosenbergi,Polyerata rosenbergi,Polyerata rosenbergi,Polyerata rosenbergi,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Polyerata,rosenbergi,3.5,,4,,3.7000000000000002,4,3.80,,0,600,600,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
White-bellied Emerald,Chlorestes candida,Chlorestes candida,Chlorestes candida,Chlorestes candida,Chlorestes candida,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Chlorestes,candida,3.3999999999999999,4.0999999999999996,2.8999999999999999,4.2999999999999998,,,3.67,,0,1600,1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blue-throated Goldentail,Chlorestes eliciae,Chlorestes eliciae,Chlorestes eliciae,Chlorestes eliciae,Chlorestes eliciae,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Chlorestes,eliciae,3,4,3.6000000000000001,4.0999999999999996,3.6000000000000001,,3.66,,0,1000,1000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
White-chinned Sapphire,Chlorestes cyanus,Chlorestes cyanus,Chlorestes cyanus,Chlorestes cyanus,Chlorestes cyanus,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Chlorestes,cyanus,,,,,2.7000000000000002,4,3.35,0,200,1050,1250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Violet-bellied Hummingbird,Chlorestes julie,Chlorestes julie,Chlorestes julie,Chlorestes julie,Chlorestes julie,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Chlorestes,julie,2.5,3.0299999999999998,3.3500000000000001,3.5,3.5,,3.18,,0,1750,1750,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blue-chinned Emerald,Chlorestes notata,Chlorestes notata,Chlorestes notata,Chlorestes notata,Chlorestes notata,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Chlorestes,notata,,,,,3,5,4.00,,0,500,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
